suite_name,run,host_idx,exp_name,mpc.script_name,mpc.protocol_setup,mpc.domain,mpc.script_args.dataset,network_type,mpc_type,consistency_args.type,mpc_time_s,auditing_overhead_s,auditing_overhead_bytes,global_data_sent_bytes,n_rounds,share_convert_time_s,share_convert_global_bytes,share_input_convert_time_s,share_input_convert_global_bytes,share_input_local_time_s,poly_commit_time_s,poly_commit_global_bytes,sign_time_s,sign_global_bytes,sign_sk_time_s,sign_sk_global_bytes,Unnamed: 0,commitment_train,commitment_model,commitment_prediction_x,commitment_prediction_y,commitment_randomness,trusted_setup,signature_train,signature_modelowner,signature_computer_train,signature_computer_inference,identity_train,identity_modelowner,identity_computer_train,identity_computer_inference,storage_train,storage_inference
inference_3pc,1,0,mal,inference,sy-rep-ring-party,ring_split,adult,lan,mal,sha3s,0.07490825000000001,1.8369548930000001,604175900,4153567.9999999995,857,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,1,0,sh,inference,semi_honest_3,ring_split,adult,lan,sh,sha3s,0.023633991,0.7495832689999999,21549420,58875.0,149,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,1,1,mal,inference,sy-rep-ring-party,ring_split,adult,lan,mal,sha3s,0.0749326,1.83695525,604175900,4153567.9999999995,857,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,1,1,sh,inference,semi_honest_3,ring_split,adult,lan,sh,sha3s,0.023521676000000002,0.7495830309999999,21549420,58875.0,148,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,1,2,mal,inference,sy-rep-ring-party,ring_split,adult,lan,mal,sha3s,0.07489032,1.836955144,604175900,4153567.9999999995,857,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,1,2,sh,inference,semi_honest_3,ring_split,adult,lan,sh,sha3s,0.023480912,0.7495842489999999,21549420,58875.0,149,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,7,0,wan,inference,semi_honest_3,ring_split,adult,wan,sh,sha3s,6.0189157,149.944818658,21549420,58875.0,149,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,7,1,wan,inference,semi_honest_3,ring_split,adult,wan,sh,sha3s,5.9385497,149.944747302,21549420,58875.0,148,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,7,2,wan,inference,semi_honest_3,ring_split,adult,wan,sh,sha3s,5.93914163,149.94481091,21549420,58875.0,149,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,25,0,wan,inference,sy-rep-ring-party,ring_split,adult,wan,mal,sha3s,32.196533200000005,170.39676769,604175900,4153567.9999999995,857,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,25,1,wan,inference,sy-rep-ring-party,ring_split,adult,wan,mal,sha3s,32.155751,170.396831761,604175900,4153567.9999999995,857,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,25,2,wan,inference,sy-rep-ring-party,ring_split,adult,wan,mal,sha3s,32.156003399999996,170.39676682799998,604175900,4153567.9999999995,857,,,,,,,,,,,,12,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,3,0,mal,inference,sy-rep-ring-party,ring_split,mnist_full,lan,mal,sha3s,0.398545,144.464360955,44154049650,196967850.00000003,12031,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,3,0,sh,inference,semi_honest_3,ring_split,mnist_full,lan,sh,sha3s,0.0966404,62.91106460299999,1788297900,14838506.0,2816,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,3,1,mal,inference,sy-rep-ring-party,ring_split,mnist_full,lan,mal,sha3s,0.398502,144.464362305,44154049650,196967850.00000003,12026,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,3,1,sh,inference,semi_honest_3,ring_split,mnist_full,lan,sh,sha3s,0.09667515,62.911058606999994,1788297900,14838506.0,2774,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,3,2,mal,inference,sy-rep-ring-party,ring_split,mnist_full,lan,mal,sha3s,0.398525,144.464368765,44154049650,196967850.00000003,12031,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,3,2,sh,inference,semi_honest_3,ring_split,mnist_full,lan,sh,sha3s,0.0965939,62.9110599,1788297900,14838506.0,2816,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,9,0,wan,inference,semi_honest_3,ring_split,mnist_full,wan,sh,sha3s,12.15733,12608.681753853,1788297900,14838506.0,2816,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,9,1,wan,inference,semi_honest_3,ring_split,mnist_full,wan,sh,sha3s,12.117025799999999,12608.681751043,1788297900,14838506.0,2774,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,9,2,wan,inference,semi_honest_3,ring_split,mnist_full,wan,sh,sha3s,12.156527,12608.681761044,1788297900,14838506.0,2816,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,27,0,wan,inference,sy-rep-ring-party,ring_split,mnist_full,wan,mal,sha3s,56.63917,14302.394727310002,44154049650,196967850.00000003,12031,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,27,1,wan,inference,sy-rep-ring-party,ring_split,mnist_full,wan,mal,sha3s,56.598780000000005,14302.394646779001,44154049650,196967850.00000003,12026,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,27,2,wan,inference,sy-rep-ring-party,ring_split,mnist_full,wan,mal,sha3s,56.59885,14302.394542934002,44154049650,196967850.00000003,12031,,,,,,,,,,,,13,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,5,0,mal,inference,sy-rep-ring-party,ring_split,cifar_alexnet,lan,mal,sha3s,1.450641,1309.625285793,403433539690,401582900.0,27018,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,5,0,sh,inference,semi_honest_3,ring_split,cifar_alexnet,lan,sh,sha3s,0.3863382,774.1760647640001,16920957000,44454828.0,6468,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,5,1,mal,inference,sy-rep-ring-party,ring_split,cifar_alexnet,lan,mal,sha3s,1.450687,1309.625291533,403433539690,401582900.0,26979,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,5,1,sh,inference,semi_honest_3,ring_split,cifar_alexnet,lan,sh,sha3s,0.3863181,774.1760750870002,16920957000,44454828.0,6391,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,5,2,mal,inference,sy-rep-ring-party,ring_split,cifar_alexnet,lan,mal,sha3s,1.4504320000000002,1309.625296296,403433539690,401582900.0,27018,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,5,2,sh,inference,semi_honest_3,ring_split,cifar_alexnet,lan,sh,sha3s,0.3863547,774.1760682780001,16920957000,44454828.0,6468,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,11,0,wan,inference,semi_honest_3,ring_split,cifar_alexnet,wan,sh,sha3s,23.315489999999997,113913.967363206,16920957000,44454828.0,6468,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,11,1,wan,inference,semi_honest_3,ring_split,cifar_alexnet,wan,sh,sha3s,23.2353822,113913.96716045101,16920957000,44454828.0,6391,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,11,2,wan,inference,semi_honest_3,ring_split,cifar_alexnet,wan,sh,sha3s,23.23563,113913.96717008,16920957000,44454828.0,6468,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,29,0,wan,inference,sy-rep-ring-party,ring_split,cifar_alexnet,wan,mal,sha3s,130.9611,129841.145493352,403433539690,401582900.0,27018,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,29,1,wan,inference,sy-rep-ring-party,ring_split,cifar_alexnet,wan,mal,sha3s,130.9214,129841.14546329199,403433539690,401582900.0,26979,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc_wan,29,2,wan,inference,sy-rep-ring-party,ring_split,cifar_alexnet,wan,mal,sha3s,130.9213,129841.145736345,403433539690,401582900.0,27018,,,,,,,,,,,,14,96,32,32,32,32,0,192,64,64,64,96,32,96,96,416,608
inference_3pc,7,0,mal,inference,sy-rep-ring-party,ring_split,adult,lan,mal,cerebro,0.07299862,69.05275821699999,26491519960,4153567.9999999995,857,0.792965,59557146.0,0.735797,59557146.0,,,,,,,,8,76685312,95264,2912,32,32,0,192,64,64,64,96,32,96,96,76780864,76783936
inference_3pc,7,0,sh,inference,semi_honest_3,ring_split,adult,lan,sh,cerebro,0.010860278,27.353361708999998,629101658,58875.0,149,0.034559,29632.0,0.098382,29632.0,,,,,,,,8,76685312,95264,2912,32,32,0,192,64,64,64,96,32,96,96,76780864,76783936
inference_3pc,7,1,mal,inference,sy-rep-ring-party,ring_split,adult,lan,mal,cerebro,0.07316599,69.054145193,26491519960,4153567.9999999995,857,0.796931,59557146.0,0.732917,59557146.0,,,,,,,,8,76685312,95264,2912,32,32,0,192,64,64,64,96,32,96,96,76780864,76783936
inference_3pc,7,1,sh,inference,semi_honest_3,ring_split,adult,lan,sh,cerebro,0.010933155,27.352381746999995,629101658,58875.0,148,0.03383,29632.0,0.098471,29632.0,,,,,,,,8,76685312,95264,2912,32,32,0,192,64,64,64,96,32,96,96,76780864,76783936
inference_3pc,7,2,mal,inference,sy-rep-ring-party,ring_split,adult,lan,mal,cerebro,0.07308551,69.05679841,26491519960,4153567.9999999995,857,0.796214,59557146.0,0.736447,59557146.0,,,,,,,,8,76685312,95264,2912,32,32,0,192,64,64,64,96,32,96,96,76780864,76783936
inference_3pc,7,2,sh,inference,semi_honest_3,ring_split,adult,lan,sh,cerebro,0.010815338999999998,27.358945173000002,629101658,58875.0,149,0.040204,29632.0,0.098197,29632.0,,,,,,,,8,76685312,95264,2912,32,32,0,192,64,64,64,96,32,96,96,76780864,76783936
inference_3pc_wan,13,0,wan,inference,semi_honest_3,ring_split,adult,wan,sh,cerebro,6.021013091,16951.937452878,629101658,58875.0,149,7.089365,29632.0,7.326995,29632.0,,,,,,,,8,76685312,95264,2912,32,32,0,192,64,64,64,96,32,96,96,76780864,76783936
inference_3pc_wan,13,1,wan,inference,semi_honest_3,ring_split,adult,wan,sh,cerebro,5.9407990999999996,16951.816393467,629101658,58875.0,148,7.008332,29632.0,7.288188,29632.0,,,,,,,,8,76685312,95264,2912,32,32,0,192,64,64,64,96,32,96,96,76780864,76783936
